@relation scenario_1

@attribute timestamps numeric
@attribute accelerator_pedal numeric
@attribute brake_pressure numeric
@attribute steering_angle_calculated numeric
@attribute vehicle_speed numeric

@data
1554121625297320,0,10.42069,0.258821,14.010699
1554121625301372,0,10.514135,0.188788,13.996054
1554121625305424,0,10.510194,0.141173,13.97922
1554121625309476,0,10.495578,0.135363,13.95964
1554121625313528,0,10.558075,0.14793,13.937873
1554121625317580,0,10.693035,0.154279,13.914727
1554121625321632,0,10.855202,0.152279,13.891009
1554121625325684,0,11.001786,0.149256,13.867526
1554121625329736,0,11.09403,0.148985,13.844823
1554121625333788,0,11.106484,0.149905,13.822682
1554121625337840,0,11.090425,0.150314,13.80075
1554121625341892,0,11.123953,0.150151,13.77867
1554121625345944,0,11.235501,0.149933,13.756087
1554121625349996,0,11.389486,0.149908,13.732772
1554121625354048,0,11.546084,0.149994,13.708794
1554121625358100,0,11.665401,0.150086,13.684268
1554121625362152,0,11.709552,0.150079,13.65931
1554121625366204,0,11.695492,0.149879,13.634032
1554121625370256,0,11.69996,0.149685,13.608483
1554121625374308,0,11.782875,0.150009,13.582576
1554121625378360,0,11.924559,0.150941,13.556207
1554121625382412,0,12.085341,0.150893,13.529271
1554121625386464,0,12.224891,0.148125,13.501669
1554121625390516,0,12.302271,0.145662,13.473437
1554121625394568,0,12.30148,0.150797,13.444851
1554121625398620,0,12.289173,0.163714,13.416211
1554121625402672,0,12.344231,0.161272,13.387816
1554121625406724,0,12.471428,0.118315,13.359961
1554121625410776,0,12.617798,0.048558,13.332789
1554121625414828,0,12.745249,-0.004874,13.306223
1554121625418880,0,12.860737,-0.015679,13.280169
1554121625422932,0,12.977993,-0.004035,13.254533
1554121625426984,0,13.100094,0.004038,13.229222
1554121625431036,0,13.223113,0.002809,13.20422
1554121625435088,0,13.34465,-0.000487,13.179596
1554121625439140,0,13.466117,-0.001099,13.155429
1554121625443192,0,13.589082,-0.000228,13.131793
1554121625447244,0,13.711515,0.000299,13.108761
1554121625451296,0,13.829447,0.000185,13.086266
1554121625455348,0,13.944744,-0.000044,13.064103
1554121625459400,0,14.070498,-0.000076,13.042061
1554121625463452,0,14.215563,-0.000012,13.019928
1554121625467504,0,14.346363,0.000022,12.997491
1554121625471556,0,14.410322,0.000012,12.97453
1554121625475608,0,14.402725,-0.000004,12.950818
1554121625479660,0,14.39605,-0.000005,12.926124
1554121625483712,0,14.459022,-0.000001,12.900222
1554121625487764,0,14.592903,0.000002,12.872917
1554121625491816,0,14.772097,0.000001,12.844483
1554121625495868,0,14.940905,-0,12.815541
1554121625499920,0,15.002835,-0,12.786716
1554121625503972,0,14.89459,-0,12.758635
1554121625508024,0,14.739244,0,12.731851
1554121625512076,0,14.714812,0,12.706094
1554121625516128,0,14.849181,0,12.680589
1554121625520180,0,14.997888,0,12.654556
1554121625524232,0,15.042592,0,12.627211
1554121625528284,0,15.016421,-0,12.597897
1554121625532336,0,14.990692,-0,12.567047
1554121625536388,0,14.991346,0.000001,12.535662
1554121625540440,0,15.000269,0.000002,12.504746
1554121625544492,0,15.002482,-0,12.475304
1554121625548544,0,15.000524,-0.000005,12.448185
1554121625552596,0,15.000429,-0.000004,12.423131
1554121625556648,0,15.001885,0.000011,12.399401
1554121625560700,0,14.999372,0.000022,12.376254
1554121625564752,0,14.992172,-0.000007,12.352947
1554121625568804,0,14.993984,-0.000073,12.328874
1554121625572856,0,15.017812,-0.000053,12.304216
1554121625576908,0,15.034177,0.000163,12.279438
1554121625580960,0,14.98425,0.000306,12.255008
1554121625585012,0,14.8514,-0.000152,12.231392
1554121625589064,0,14.722457,-0.001056,12.208904
1554121625593116,0,14.687299,-0.00064,12.187137
1554121625597168,0,14.710471,0.002514,12.165465
1554121625601220,0,14.683701,0.004197,12.143265
1554121625605272,0,14.560942,-0.002909,12.119911
1554121625609324,0,14.423817,-0.01514,12.094973
1554121625613376,0,14.359143,-0.007195,12.068798
1554121625617428,0,14.369329,0.043064,12.041923
1554121625621480,0,14.415003,0.113085,12.014884
1554121625625532,0,14.449923,0.159534,11.98822
1554121625629584,0,14.416692,0.164462,11.962351
1554121625633636,0,14.277035,0.151766,11.937328
1554121625637688,0,14.128639,0.145697,11.913123
1554121625641740,0,14.122453,0.147813,11.889709
1554121625645792,0,14.272444,0.15078,11.867057
1554121625649844,0,14.396386,0.150996,11.845045
1554121625653896,0,14.338601,0.150072,11.823289
1554121625657948,0,14.177279,0.149689,11.801363
1554121625662000,0,14.069068,0.14986,11.778839
1554121625666052,0,14.067054,0.150062,11.755292
1554121625670104,0,14.099129,0.150068,11.730481
1554121625674156,0,14.103149,0.150002,11.704587
1554121625678208,0,14.095719,0.149978,11.677846
1554121625682260,0,14.11339,0.149991,11.650496
1554121625686312,0,14.138451,0.150005,11.622774
1554121625690364,0,14.097697,0.150005,11.594995
1554121625694416,0,13.95474,0.15,11.567621
1554121625698468,0,13.819725,0.149998,11.541126
1554121625702520,0,13.828734,0.149999,11.515988
1554121625706572,0,13.970894,0.15,11.492678
1554121625710624,0,14.108238,0.15,11.471255
1554121625714676,0,14.142986,0.15,11.451132
1554121625718728,0,14.114103,0.15,11.431661
1554121625722780,0,14.084265,0.15,11.412194
1554121625726832,0,14.080876,0.15,11.392094
1554121625730884,0,14.10552,0.15,11.371029
1554121625734936,0,14.141463,0.15,11.349087
1554121625738988,0,14.12648,0.15,11.326383
1554121625743040,0,14.003214,0.15,11.303032
1554121625747092,0,13.846043,0.15,11.279151
1554121625751144,0,13.809916,0.15,11.254888
1554121625755196,0,13.947016,0.15,11.230426
1554121625759248,0,14.087532,0.15,11.20595
1554121625763300,0,14.057904,0.15,11.181646
1554121625767352,0,13.902253,0.15,11.157685
1554121625771404,0,13.776713,0.15,11.133978
1554121625775456,0,13.760772,0.15,11.11018
1554121625779508,0,13.79427,0.15,11.085936
1554121625783560,0,13.810989,0.15,11.060894
1554121625787612,0,13.80554,0.15,11.034733
1554121625791664,0,13.798681,0.15,11.007702
1554121625795716,0,13.799694,0.15,10.980513
1554121625799768,0,13.800407,0.15,10.953892
1554121625803820,0,13.794228,0.15,10.928564
1554121625807872,0,13.792171,0.15,10.905199
1554121625811924,0,13.81074,0.15,10.883751
1554121625815976,0,13.834031,0.15,10.863688
1554121625820028,0,13.804738,0.15,10.844468
1554121625824080,0,13.685383,0.15,10.825546
1554121625828132,0,13.546399,0.15,10.80641
1554121625832184,0,13.486739,0.15,10.786841
1554121625836236,0,13.506577,0.15,10.766791
1554121625840288,0,13.499775,0.15,10.746212
1554121625844340,0,13.391172,0.15,10.725058
1554121625848392,0,13.248828,0.15,10.703303
1554121625852444,0,13.171955,0.15,10.681075
1554121625856496,0,13.176267,0.15,10.658583
1554121625860548,0,13.201038,0.15,10.636035
1554121625864600,0,13.201851,0.15,10.613641
1554121625868652,0,13.196777,0.15,10.591562
1554121625872704,0,13.213362,0.15,10.569656
1554121625876756,0,13.23038,0.15,10.54766
1554121625880808,0,13.189107,0.15,10.525308
1554121625884860,0,13.065469,0.15,10.502335
1554121625888912,0,12.931739,0.15,10.47855
1554121625892964,0,12.869348,0.15,10.454164
1554121625897016,0,12.877908,0.15,10.429521
1554121625901068,0,12.903963,0.15,10.404969
1554121625905120,0,12.911101,0.15,10.380851
1554121625909172,0,12.903398,0.15,10.357444
1554121625913224,0,12.890887,0.15,10.334714
1554121625917276,0,12.887407,0.15,10.312543
1554121625921328,0,12.908612,0.15,10.29081
1554121625925380,0,12.941437,0.15,10.269396
1554121625929432,0,12.918531,0.15,10.248138
1554121625933484,0,12.785671,0.15,10.226714
1554121625937536,0,12.633835,0.15,10.204767
1554121625941588,0,12.61849,0.15,10.181938
1554121625945640,0,12.765541,0.15,10.157869
1554121625949692,0,12.894602,0.149998,10.132499
1554121625953744,0,12.844297,0.15,10.106686
1554121625957796,0,12.684259,0.150004,10.081465
1554121625961848,0,12.570094,0.150005,10.057872
