@relation scenario_2

@attribute timestamps numeric
@attribute accelerator_pedal numeric
@attribute brake_pressure numeric
@attribute steering_angle_calculated numeric
@attribute vehicle_speed numeric

@data
1554121784739468,0,0,160.871682,12.378829
1554121784743520,0,0,161.305894,12.379303
1554121784747572,-0,0,161.731083,12.380181
1554121784751624,-0,0,162.145696,12.381462
1554121784755676,-0,0,162.583563,12.38315
1554121784759728,0,0,163.067507,12.385254
1554121784763780,0,0,163.562119,12.387781
1554121784767832,-0,0,164.017867,12.390739
1554121784771884,-0,0,164.4341,12.394126
1554121784775936,-0,0,164.859815,12.397921
1554121784779988,0,0,165.331484,12.402101
1554121784784040,0,0,165.830374,12.406644
1554121784788092,-0,0,166.326068,12.411525
1554121784792144,-0,0,166.809881,12.41658
1554121784796196,-0,0,167.291679,12.421415
1554121784800248,0,0,167.778454,12.42561
1554121784804300,0,0,168.266478,12.428749
1554121784808352,-0,0,168.75056,12.430422
1554121784812404,-0,0,169.23388,12.43066
1554121784816456,-0,0,169.725663,12.430115
1554121784820508,0,0,170.225489,12.429485
1554121784824560,0,0,170.707921,12.429469
1554121784828612,-0,0,171.150929,12.430745
1554121784832664,-0,0,171.61143,12.433302
1554121784836716,-0,0,172.193911,12.436308
1554121784840768,0,0,172.926848,12.438881
1554121784844820,0,0,173.677083,12.440142
1554121784848872,-0,0,174.30829,12.439243
1554121784852924,-0,0,174.835314,12.436153
1554121784856976,0,0,175.350523,12.431665
1554121784861028,0,0,175.90076,12.426608
1554121784865080,0,0,176.45126,12.421813
1554121784869132,-0,0,176.964737,12.418085
1554121784873184,-0,0,177.444992,12.415835
1554121784877236,0,0,177.913462,12.415131
1554121784881288,0,0,178.389117,12.41603
1554121784885340,0,0,178.887158,12.418592
1554121784889392,-0,0,179.41856,12.422828
1554121784893444,-0,0,179.971635,12.428134
1554121784897496,0,0,180.526853,12.433459
1554121784901548,0,0,181.074991,12.437741
1554121784905600,0,0,181.619879,12.439919
1554121784909652,-0,0,182.165466,12.439053
1554121784913704,-0,0,182.712316,12.435522
1554121784917756,0,0,183.259965,12.43051
1554121784921808,0,0,183.807255,12.425209
1554121784925860,0,0,184.352279,12.420814
1554121784929912,-0,0,184.894994,12.418384
1554121784933964,-0,0,185.442853,12.417804
1554121784938016,0,0,186.003962,12.418357
1554121784942068,0,0,186.563245,12.41932
1554121784946120,0,0,187.084673,12.419971
1554121784950172,-0,0,187.56733,12.419716
1554121784954224,-0,0,188.126606,12.418864
1554121784958276,0,0,188.888239,12.418109
1554121784962328,0,0,189.783721,12.418151
1554121784966380,0,0,190.596692,12.419686
1554121784970432,-0,0,191.195543,12.423211
1554121784974484,-0,0,191.686478,12.428068
1554121784978536,0,0,192.204749,12.433188
1554121784982588,0,0,192.764741,12.437502
1554121784986640,0,0,193.303561,12.439942
1554121784990692,-0,0,193.790072,12.439743
1554121784994744,-0,0,194.266631,12.437566
1554121784998796,0,0,194.780518,12.434494
1554121785002848,0,0,195.33265,12.431609
1554121785006900,0,0,195.898811,12.429994
1554121785010952,-0,0,196.457877,12.430415
1554121785015004,-0,0,196.994988,12.432403
1554121785019056,0,0,197.498878,12.435194
1554121785023108,0,0,197.979933,12.43802
1554121785027160,-0,0,198.458169,12.440114
1554121785031212,-0,0,198.943743,12.440968
1554121785035264,-0,0,199.431285,12.440904
1554121785039316,0,0,199.915586,12.440407
1554121785043368,0,0,200.400776,12.439965
1554121785047420,-0,0,200.894207,12.440063
1554121785051472,-0,0,201.390217,12.441025
1554121785055524,-0,0,201.865816,12.44274
1554121785059576,0,0,202.303743,12.445026
1554121785063628,0,0,202.721481,12.4477
1554121785067680,-0,0,203.147417,12.450581
1554121785071732,-0,0,203.61117,12.453464
