@relation scenario_3

@attribute timestamps numeric
@attribute accelerator_pedal numeric
@attribute brake_pressure numeric
@attribute steering_angle_calculated numeric
@attribute vehicle_speed numeric

@data
1554121593489120,22.799999,0,0.450518,41.438321
1554121593493172,22.8,0,0.450056,41.443585
1554121593497224,22.8,0,0.449897,41.451007
1554121593501276,22.8,0,0.449928,41.46021
1554121593505328,22.8,0,0.450036,41.470814
1554121593509380,22.8,0,0.450108,41.48244
1554121593513432,22.8,0,0.450031,41.494709
1554121593517484,22.8,0,0.449762,41.507242
1554121593521536,22.8,0,0.449694,41.51966
1554121593525588,22.8,0,0.450365,41.531584
1554121593529640,22.799999,0,0.451228,41.542636
1554121593533692,22.799999,0,0.450248,41.552435
1554121593537744,22.800002,0,0.446562,41.560603
1554121593541796,22.800004,0,0.446003,41.566761
1554121593545848,22.799998,0,0.456029,41.570532
1554121593549900,22.799986,0,0.46728,41.572039
1554121593553952,22.799991,0,0.450916,41.572529
1554121593558004,22.800035,0,0.389723,41.573408
1554121593562056,22.800058,0,0.320894,41.576079
1554121593566108,22.79996,0,0.293785,41.581939
1554121593570160,22.799792,0,0.304838,41.591523
1554121593574212,22.799901,0,0.298656,41.603764
1554121593578264,22.800527,0,0.239552,41.61742
1554121593582316,22.80078,0,0.16914,41.631248
1554121593586368,22.799271,0,0.14249,41.644014
1554121593590420,22.79702,0,0.15381,41.654967
1554121593594472,22.798984,0,0.146652,41.664114
1554121593598524,22.807943,0,0.088021,41.67153
1554121593602576,22.810445,0,0.017945,41.677286
1554121593606628,22.787496,0,-0.014099,41.681465
1554121593610680,22.757676,0,-0.008354,41.684509
1554121593614732,22.791298,0,0.000137,41.687333
1554121593618784,22.938482,0,-0.007058,41.690888
1554121593622836,23.123546,0,-0.006299,41.696121
1554121593626888,23.232397,0,0.02925,41.703952
1554121593630940,23.235299,0,0.094573,41.714475
1554121593634992,23.200762,0,0.165837,41.726858
1554121593639044,23.188429,0,0.228295,41.740219
1554121593643096,23.195437,0,0.286259,41.75368
1554121593647148,23.202502,0,0.345696,41.766393
1554121593651200,23.202393,0,0.407037,41.778232
1554121593655252,23.199927,0,0.467991,41.789768
1554121593659304,23.199178,0,0.527937,41.801598
1554121593663356,23.199724,0,0.589143,41.814321
1554121593667408,23.200193,0,0.65319,41.828483
1554121593671460,23.200161,0,0.71512,41.843766
1554121593675512,23.199986,0,0.767546,41.859167
1554121593679564,23.199942,0,0.816915,41.873665
1554121593683616,23.199983,0,0.889557,41.886237
1554121593687668,23.200015,0,1.00486,41.89593
1554121593691720,23.200011,0,1.135183,41.902652
1554121593695772,23.199998,0,1.237577,41.906898
1554121593699824,23.199996,0,1.299929,41.90917
1554121593703876,23.199999,0,1.347783,41.909971
1554121593707928,23.200001,0,1.403827,41.909835
1554121593711980,23.200001,0,1.467246,41.909595
1554121593716032,23.2,0,1.530711,41.910254
1554121593720084,23.2,0,1.591415,41.912816
1554121593724136,23.2,0,1.651199,41.918285
1554121593728188,23.2,0,1.711655,41.927469
1554121593732240,23.2,0,1.772641,41.939595
1554121593736292,23.2,0,1.833627,41.953136
1554121593740344,23.2,0,1.894444,41.966564
1554121593744396,23.2,0,1.955239,41.978346
1554121593748448,23.2,0,2.016094,41.987117
1554121593752500,23.2,0,2.076863,41.99258
1554121593756552,23.2,0,2.137383,41.994871
1554121593760604,23.2,0,2.19792,41.994129
1554121593764656,23.2,0,2.25905,41.990489
1554121593768708,23.2,0,2.320732,41.984379
1554121593772760,23.2,0,2.381295,41.977764
1554121593776812,23.2,0,2.439276,41.973118
1554121593780864,23.2,0,2.498305,41.972917
1554121593784916,23.2,0,2.565118,41.979637
1554121593788968,23.2,0,2.637187,41.994916
1554121593793020,23.2,0,2.691895,42.016717
1554121593797072,23.2,0,2.708112,42.041984
1554121593801124,23.2,0,2.700822,42.067662
1554121593805176,23.2,0,2.703709,42.090698
1554121593809228,23.2,0,2.742418,42.108737
1554121593813280,23.2,0,2.827772,42.121958
1554121593817332,23.2,0,2.961912,42.131112
1554121593821384,23.2,0,3.096049,42.136952
1554121593825436,23.2,0,3.160324,42.140228
1554121593829488,23.2,0,3.14742,42.141647
1554121593833540,23.2,0,3.144811,42.141779
1554121593837592,23.2,0,3.229335,42.141169
1554121593841644,23.2,0,3.369361,42.140362
1554121593845696,23.2,0,3.494785,42.139903
1554121593849748,23.2,0,3.569157,42.140347
1554121593853800,23.2,0,3.599364,42.142261
1554121593857852,23.2,0,3.598205,42.146213
1554121593861904,23.2,0,3.593241,42.152771
1554121593865956,23.2,0,3.615606,42.1625
1554121593870008,23.2,0,3.673471,42.175244
1554121593874060,23.2,0,3.750198,42.189356
1554121593878112,23.200001,0,3.827488,42.203
1554121593882164,23.200001,0,3.885357,42.214345
1554121593886216,23.199999,0,3.904912,42.221571
1554121593890268,23.199996,0,3.897315,42.224093
1554121593894320,23.199998,0,3.901364,42.223475
1554121593898372,23.200011,0,3.945048,42.221499
1554121593902424,23.200016,0,4.017187,42.219945
1554121593906476,23.199984,0,4.098387,42.220579
1554121593910528,23.199939,0,4.167433,42.224435
1554121593914580,23.199983,0,4.201719,42.231467
1554121593918632,23.200166,0,4.195954,42.241547
1554121593922684,23.200207,0,4.192054,42.254544
1554121593926736,23.199725,0,4.23475,42.270284
1554121593930788,23.199135,0,4.307644,42.288038
1554121593934840,23.199874,0,4.354378,42.30668
1554121593938892,23.202471,0,4.350225,42.325078
1554121593942944,23.202747,0,4.344178,42.3421
1554121593946996,23.195547,0,4.387849,42.356632
1554121593951048,23.187857,0,4.461274,42.367998
1554121593955100,23.199957,0,4.505565,42.375981
1554121593959152,23.236368,0,4.499685,42.380387
1554121593963204,23.235568,0,4.49516,42.381022
1554121593967256,23.124628,0,4.541884,42.377769
1554121593971308,22.934994,0,4.61519,42.371995
1554121593975360,22.794899,0,4.656574,42.366396
1554121593979412,22.783799,0,4.649821,42.363714
1554121593983464,22.80888,0,4.646663,42.366693
1554121593987516,22.748614,0,4.693549,42.377834
1554121593991568,22.583298,0,4.765725,42.396177
1554121593995620,22.373106,0,4.811752,42.418146
1554121593999672,22.174834,0,4.814075,42.440102
1554121594003724,22.030102,0,4.800825,42.458407
1554121594007776,21.973267,0,4.797619,42.470153
1554121594011828,21.983029,0,4.800575,42.476467
1554121594015880,22.001609,0,4.796897,42.479866
1554121594019932,21.996651,0,4.789571,42.482865
1554121594023984,21.995103,0,4.799546,42.487981
1554121594028036,22.024727,0,4.842973,42.497418
1554121594032088,22.042765,0,4.911693,42.51053
1554121594036140,21.967953,0,4.990948,42.525147
