@relation scenario_2

@attribute timestamps numeric
@attribute accelerator_pedal numeric
@attribute brake_pressure numeric
@attribute steering_angle_calculated numeric
@attribute vehicle_speed numeric

@data
1533906414543862,38.800013,0,52.35,10.222701
1533906414547917,38.799982,0,51.965409,10.270054
1533906414551972,38.799986,0,51.520439,10.321204
1533906414556027,38.800005,0,51.03957,10.375702
1533906414560082,38.800019,0,50.547286,10.433101
1533906414564137,38.800007,0,50.068065,10.492952
1533906414568192,38.79996,0,49.620869,10.554808
1533906414572247,38.799944,0,49.206665,10.61822
1533906414576302,38.800057,0,48.820162,10.68274
1533906414580357,38.800217,0,48.417317,10.74792
1533906414584412,38.800062,0,47.924418,10.813312
1533906414588467,38.79941,0,47.314776,10.878468
1533906414592522,38.79926,0,46.689171,10.942939
1533906414596577,38.800965,0,46.160607,11.006287
1533906414600632,38.803065,0,45.740986,11.068365
1533906414604687,38.800458,0,45.377608,11.129394
1533906414608742,38.791249,0,45.024684,11.189616
1533906414612797,38.790271,0,44.653956,11.249275
1533906414616852,38.815843,0,44.243648,11.308617
1533906414620907,38.843081,0,43.809741,11.368011
1533906414624962,38.799924,0,43.388286,11.427947
1533906414629017,38.644005,0,43.004153,11.488923
1533906414633072,38.461006,0,42.661467,11.551437
1533906414637127,38.363537,0,42.358105,11.615937
1533906414641182,38.367603,0,42.062687,11.681968
1533906414645237,38.401916,0,41.731582,11.748294
1533906414649292,38.411445,0,41.358298,11.81365
1533906414653347,38.403559,0,40.993225,11.876772
1533906414657402,38.39723,0,40.679204,11.936508
1533906414661457,38.397813,0,40.386338,11.993275
1533906414665512,38.400243,0,40.059406,12.048639
1533906414669567,38.400816,0,39.688287,12.104192
1533906414673622,38.400213,0,39.320248,12.161527
1533906414677677,38.399758,0,38.995308,12.222089
1533906414681732,38.399796,0,38.701244,12.285729
1533906414685787,38.400056,0,38.410794,12.35133
1533906414689842,38.40026,0,38.109701,12.417764
1533906414693897,38.400126,0,37.797573,12.483899
1533906414697952,38.399487,0,37.479084,12.548718
1533906414702007,38.399197,0,37.176079,12.612182
1533906414706062,38.40063,0,36.911128,12.674747
1533906414710117,38.402937,0,36.64124,12.736872
1533906414714172,38.401216,0,36.264926,12.79902
1533906414718227,38.392368,0,35.730914,12.861632
1533906414722282,38.389236,0,35.154158,12.925028
1533906414726337,38.410992,0,34.674381,12.989474
1533906414730392,38.441756,0,34.313854,13.055238
1533906414734447,38.411714,0,34.007007,13.122586
1533906414738502,38.26786,0,33.703501,13.191573
1533906414742557,38.082066,0,33.398547,13.261081
1533906414746612,37.969201,0,33.094483,13.329581
1533906414750667,37.963813,0,32.790699,13.395549
1533906414754722,37.998305,0,32.484742,13.457458
1533906414758777,38.011539,0,32.177132,13.514348
1533906414762832,38.004804,0,31.874852,13.567841
1533906414766887,37.997558,0,31.583192,13.620291
1533906414770942,37.997534,0,31.285143,13.674052
1533906414774997,38.000013,0,30.952376,13.731479
1533906414779052,38.000823,0,30.581511,13.794164
1533906414783107,38.000296,0,30.214188,13.860866
1533906414787162,37.999819,0,29.889364,13.929687
1533906414791217,37.999851,0,29.593831,13.998728
1533906414795272,38.000007,0,29.292414,14.066093
1533906414799327,38.000008,0,28.977372,14.130564
1533906414803382,37.999977,0,28.681959,14.192996
1533906414807437,38.000096,0,28.432817,14.254637
1533906414811492,38.00021,0,28.199642,14.316735
1533906414815547,37.999916,0,27.933038,14.380535
1533906414819602,37.999266,0,27.624127,14.446542
1533906414823657,37.999507,0,27.314893,14.513433
1533906414827712,38.001713,0,27.034211,14.579601
1533906414831767,38.003026,0,26.734863,14.643443
1533906414835822,37.998201,0,26.350893,14.70336
1533906414839877,37.989314,0,25.901335,14.758899
1533906414843932,37.994158,0,25.494042,14.811953
1533906414847987,38.026076,0,25.207647,14.864702
1533906414852042,38.040978,0,24.993856,14.919326
